Make,Model,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,Price,Car_Age,HP_per_Cylinder,Mileage
Mazda,B-Series Pickup,regular unleaded,160.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Extended Cab Pickup,20,15,586,3221,27,26.666666666666668,17.5
Mazda,B-Series Pickup,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,24,19,586,2493,27,29.75,21.5
Mazda,B-Series Pickup,flex-fuel (unleaded/E85),150.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,21,16,586,2946,27,25.0,18.5
Mazda,B-Series Pickup,flex-fuel (unleaded/E85),150.0,6.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,20,16,586,3011,27,25.0,18.0
Mazda,B-Series Pickup,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,24,19,586,2857,27,29.75,21.5
Mazda,B-Series Pickup,regular unleaded,160.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,586,3229,27,26.666666666666668,17.5
Mazda,B-Series Pickup,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,24,19,586,2801,27,29.75,21.5
Mazda,B-Series Pickup,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,24,20,586,2637,26,29.75,22.0
Mazda,B-Series Pickup,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,24,20,586,2961,26,29.75,22.0
Mazda,B-Series Pickup,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,21,16,586,3107,26,23.833333333333332,18.5
Mazda,B-Series Pickup,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,20,15,586,3394,26,23.833333333333332,17.5
Mazda,B-Series Pickup,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,21,16,586,2689,26,23.833333333333332,18.5
Mazda,B-Series Pickup,regular unleaded,160.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,19,15,586,3768,26,26.666666666666668,17.0
Mazda,B-Series Pickup,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,24,20,586,2350,26,29.75,22.0
Mazda,B-Series Pickup,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,21,16,586,3289,26,23.833333333333332,18.5
Mazda,B-Series Pickup,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,21,16,586,2413,26,23.833333333333332,18.5
Mazda,B-Series Pickup,regular unleaded,160.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,19,15,586,3928,26,26.666666666666668,17.0
Mazda,B-Series Pickup,regular unleaded,160.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,19,14,586,3579,26,26.666666666666668,16.5
Mazda,B-Series Pickup,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,21,16,586,3032,26,23.833333333333332,18.5
Mazda,B-Series Pickup,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,20,15,586,3190,26,23.833333333333332,17.5
Mazda,B-Series Truck,regular unleaded,207.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,17,14,586,26590,19,34.5,15.5
Mazda,B-Series Truck,regular unleaded,148.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,21,16,586,19675,19,24.666666666666668,18.5
Mazda,B-Series Truck,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,26,21,586,15535,19,35.75,23.5
Mazda,B-Series Truck,regular unleaded,148.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,21,16,586,19040,19,24.666666666666668,18.5
Mazda,B-Series Truck,regular unleaded,148.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,21,16,586,21430,19,24.666666666666668,18.5
Mazda,B-Series Truck,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,19,15,586,22045,19,34.5,17.0
Mazda,B-Series Truck,regular unleaded,207.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,17,14,586,26590,18,34.5,15.5
Mazda,B-Series Truck,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,19,15,586,22045,18,34.5,17.0
Mazda,B-Series Truck,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,26,21,586,15535,18,35.75,23.5
Mazda,B-Series Truck,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,26,21,586,16060,17,35.75,23.5
Mazda,B-Series Truck,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,19,15,586,22150,17,34.5,17.0
Mazda,B-Series,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,19,15,586,20030,25,25.0,17.0
Mazda,B-Series,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,21,15,586,14990,25,25.0,18.0
Mazda,B-Series,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,21,15,586,17225,25,25.0,18.0
Mazda,B-Series,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,21,15,586,18485,25,25.0,18.0
Mazda,B-Series,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,24,19,586,14545,25,29.75,21.5
Mazda,B-Series,regular unleaded,119.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,24,19,586,12345,25,29.75,21.5
Mazda,B-Series,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,19,15,586,18360,25,25.0,17.0
Mazda,B-Series,regular unleaded,207.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,16,586,19340,25,34.5,18.0
Mazda,B-Series,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,21,15,586,17545,25,25.0,18.0
Mazda,B-Series,regular unleaded,140.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,26,21,586,12495,25,35.0,23.5
Mazda,B-Series,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14,586,22085,25,34.5,16.0
Mazda,B-Series,regular unleaded,140.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,26,21,586,14695,25,35.0,23.5
Mazda,B-Series,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,21,15,586,15125,25,25.0,18.0
Subaru,B9 Tribeca,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,30695,20,41.666666666666664,18.5
Subaru,B9 Tribeca,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,32395,20,41.666666666666664,18.5
Subaru,B9 Tribeca,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,34195,20,41.666666666666664,18.5
Subaru,B9 Tribeca,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,34295,20,41.666666666666664,18.5
Subaru,B9 Tribeca,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,37695,20,41.666666666666664,18.5
Subaru,B9 Tribeca,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,35895,20,41.666666666666664,18.5
Subaru,B9 Tribeca,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,33895,20,41.666666666666664,18.5
Subaru,B9 Tribeca,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,32295,20,41.666666666666664,18.5
Subaru,B9 Tribeca,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,35695,20,41.666666666666664,18.5
Subaru,B9 Tribeca,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,29995,19,40.833333333333336,18.5
Subaru,B9 Tribeca,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,37295,19,40.833333333333336,18.5
Subaru,B9 Tribeca,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,35495,19,40.833333333333336,18.5
Subaru,B9 Tribeca,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,33495,19,40.833333333333336,18.5
Subaru,B9 Tribeca,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,31995,19,40.833333333333336,18.5
Subaru,B9 Tribeca,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,34495,19,40.833333333333336,18.5
Subaru,B9 Tribeca,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,32495,19,40.833333333333336,18.5
Subaru,Baja,regular unleaded,165.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,25,19,640,22795,22,41.25,22.0
Subaru,Baja,premium unleaded (required),210.0,4.0,MANUAL,all wheel drive,4.0,Compact,Crew Cab Pickup,22,16,640,23995,22,52.5,19.0
Subaru,Baja,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,21,16,640,24995,22,52.5,18.5
Subaru,Baja,regular unleaded,165.0,4.0,MANUAL,all wheel drive,4.0,Compact,Crew Cab Pickup,25,19,640,21995,22,41.25,22.0
Subaru,Baja,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,21,16,640,26295,22,52.5,18.5
Subaru,Baja,regular unleaded,165.0,4.0,MANUAL,all wheel drive,4.0,Compact,Crew Cab Pickup,25,19,640,22345,21,41.25,22.0
Subaru,Baja,premium unleaded (required),210.0,4.0,MANUAL,all wheel drive,4.0,Compact,Crew Cab Pickup,23,17,640,24345,21,52.5,20.0
Subaru,Baja,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,21,16,640,25345,21,52.5,18.5
Subaru,Baja,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,21,16,640,27245,21,52.5,18.5
Subaru,Baja,regular unleaded,165.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,25,19,640,23145,21,41.25,22.0
Subaru,Baja,premium unleaded (required),210.0,4.0,MANUAL,all wheel drive,4.0,Compact,Crew Cab Pickup,23,17,640,24595,20,52.5,20.0
Subaru,Baja,regular unleaded,165.0,4.0,MANUAL,all wheel drive,4.0,Compact,Crew Cab Pickup,26,20,640,22495,20,41.25,23.0
Subaru,Baja,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,21,16,640,25595,20,52.5,18.5
Subaru,Baja,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,21,16,640,27495,20,52.5,18.5
Subaru,Baja,regular unleaded,165.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,25,19,640,23295,20,41.25,22.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,27295,12,42.5,28.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,29,23,873,31795,12,52.5,26.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,29,23,873,34895,12,52.5,26.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,27,21,873,27295,12,34.0,24.0
Volkswagen,Beetle Convertible,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,41,28,873,32755,12,35.0,34.5
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,29395,12,52.5,27.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,29395,12,42.5,28.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,25170,12,42.5,28.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,29,23,873,30495,12,52.5,26.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,30695,12,52.5,27.0
Volkswagen,Beetle Convertible,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,41,28,873,31195,12,35.0,34.5
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,30755,12,42.5,28.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,33795,12,52.5,27.0
Volkswagen,Beetle Convertible,diesel,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,41,28,873,30095,12,35.0,34.5
Volkswagen,Beetle Convertible,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,27,21,873,29395,12,34.0,24.0
Volkswagen,Beetle Convertible,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,41,28,873,29995,12,35.0,34.5
Volkswagen,Beetle Convertible,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,27,21,873,25170,12,34.0,24.0
Volkswagen,Beetle Convertible,diesel,140.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,41,28,873,28895,12,35.0,34.5
Volkswagen,Beetle Convertible,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,40,30,873,30295,11,37.5,35.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,29,23,873,31995,11,52.5,26.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,33995,11,52.5,27.0
Volkswagen,Beetle Convertible,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,40,30,873,30195,11,37.5,35.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,29,23,873,32595,11,52.5,26.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,29595,11,42.5,28.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,29,23,873,35095,11,52.5,26.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,30425,11,42.5,28.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,27475,11,42.5,28.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,30895,11,52.5,27.0
Volkswagen,Beetle Convertible,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,40,30,873,31125,11,37.5,35.0
Volkswagen,Beetle Convertible,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,40,30,873,29675,11,37.5,35.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,29,23,873,30995,11,52.5,26.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,34875,11,52.5,27.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,29895,11,52.5,27.0
Volkswagen,Beetle Convertible,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,40,30,873,29095,11,37.5,35.0
Volkswagen,Beetle Convertible,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,40,30,873,31395,11,37.5,35.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,25595,11,42.5,28.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,25995,11,42.5,28.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,29,23,873,35975,11,52.5,26.0
Volkswagen,Beetle Convertible,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,40,30,873,30775,11,37.5,35.0
Volkswagen,Beetle Convertible,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,40,30,873,32225,11,37.5,35.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,31495,11,52.5,27.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,27995,11,42.5,28.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,29790,10,52.5,27.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,34,25,873,28070,10,42.5,29.5
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,34950,10,52.5,27.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,32670,10,52.5,27.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,31570,10,52.5,27.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,34,25,873,30500,10,42.5,29.5
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,34,25,873,25995,10,42.5,29.5
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,36050,10,52.5,27.0
Volkswagen,Beetle Convertible,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,Convertible,31,23,873,30890,10,52.5,27.0
Volkswagen,Beetle Convertible,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,34,25,873,25490,10,42.5,29.5
Volkswagen,Beetle,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,25895,11,37.5,36.0
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,873,31625,11,52.5,27.0
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,20195,11,42.5,29.0
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,24185,11,42.5,29.0
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,26985,11,42.5,29.0
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,30525,11,52.5,27.0
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,26195,11,42.5,29.0
Volkswagen,Beetle,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,23085,11,42.5,28.5
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,21795,11,42.5,29.0
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,28115,11,52.5,27.0
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,873,32475,11,52.5,27.0
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,28675,11,52.5,27.0
Volkswagen,Beetle,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,20695,11,42.5,28.5
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,25450,11,52.5,27.0
Volkswagen,Beetle,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,27710,11,37.5,36.0
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,873,26550,11,52.5,27.0
Volkswagen,Beetle,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,25885,11,42.5,28.5
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,873,29215,11,52.5,27.0
Volkswagen,Beetle,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,25095,11,42.5,28.5
Volkswagen,Beetle,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,26430,11,37.5,36.0
Volkswagen,Beetle,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,29625,11,37.5,36.0
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,31375,11,52.5,27.0
Volkswagen,Beetle,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,28525,11,37.5,36.0
Volkswagen,Beetle,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,28810,11,37.5,36.0
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,24705,11,42.5,29.0
Volkswagen,Beetle,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,23605,11,42.5,28.5
Volkswagen,Beetle,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,25330,11,37.5,36.0
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,873,29775,11,52.5,27.0
Volkswagen,Beetle,diesel,150.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,41,31,873,24795,11,37.5,36.0
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,25995,10,52.5,27.0
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,24,873,27095,10,52.5,27.5
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,34,25,873,22450,10,42.5,29.5
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,34,25,873,19795,10,42.5,29.5
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,34,25,873,25975,10,42.5,29.5
Volkswagen,Beetle,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,24,873,21350,10,42.5,29.0
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,34,25,873,19595,10,42.5,29.5
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,873,31450,10,52.5,27.0
Volkswagen,Beetle,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,24,873,32550,10,52.5,27.5
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31,24,873,23995,10,42.5,27.5
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,20475,9,42.5,28.5
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,19995,9,42.5,28.5
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31,24,873,23995,9,42.5,27.5
Volkswagen,Beetle,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,24,873,21890,9,42.5,28.5
